worker_id,category,user_zone,worker_zone,available,weekly_gigs,rating,completed_jobs,acceptance_rate,cancellation_rate,response_minutes,price,budget,distance_km,successful_booking
119,Plumber,East,South,1,8,3.9,63,0.58,0.22,101,974,751,6.9,0
123,Carpenter,East,East,1,13,3.1,34,0.64,0.19,160,1127,857,17.7,0
165,Plumber,South,North,0,0,3.4,26,0.64,0.04,114,216,776,2.7,1
112,Carpenter,West,East,1,7,5.0,118,0.85,0.01,22,499,414,7.0,1
279,Mechanic,South,South,0,4,4.6,3,0.56,0.23,65,988,1207,6.6,0
102,Mechanic,North,South,1,10,4.9,82,0.58,0.22,142,1266,550,6.7,0
102,Carpenter,North,South,0,3,4.3,83,0.51,0.24,151,445,1110,19.8,1
22,Mechanic,South,East,1,3,3.3,23,0.84,0.1,162,322,422,9.2,0
275,Plumber,South,West,1,8,4.6,193,0.67,0.27,51,243,1073,9.3,1
21,Mechanic,West,East,1,7,3.4,47,0.77,0.1,121,763,1526,22.9,0
36,Electrician,West,East,1,8,3.7,0,0.89,0.15,49,238,1569,21.5,0
123,Carpenter,North,West,1,10,4.0,141,0.58,0.08,106,859,526,2.9,0
23,Electrician,South,North,1,7,3.4,8,0.79,0.25,170,1203,1376,15.8,0
26,Carpenter,South,North,1,14,3.4,125,0.96,0.25,121,324,1039,14.2,0
213,Carpenter,North,East,1,11,3.1,77,0.54,0.06,134,398,507,18.3,0
98,Electrician,South,South,1,8,3.8,27,0.88,0.17,174,1139,1174,22.1,0
93,Mechanic,East,South,1,9,3.9,90,0.95,0.17,85,961,1144,19.2,0
166,Electrician,South,West,1,14,4.5,92,0.98,0.13,103,200,370,24.6,0
266,Electrician,East,North,1,3,3.4,80,0.51,0.25,178,765,1433,13.0,0
293,Electrician,North,North,1,2,3.3,93,0.94,0.07,67,815,488,14.5,0
112,Plumber,East,West,1,13,4.8,179,0.79,0.27,154,815,376,18.4,0
41,Plumber,East,East,0,6,3.8,30,0.93,0.07,169,1433,323,16.0,0
28,Carpenter,North,East,1,2,3.7,178,0.61,0.02,102,1112,1518,14.6,1
222,Carpenter,West,South,1,1,4.0,190,0.52,0.12,23,1016,1327,11.1,0
70,Mechanic,South,West,1,9,3.4,157,1.0,0.16,64,346,845,19.5,1
295,Plumber,North,West,1,5,3.4,88,0.8,0.01,80,546,1016,15.6,0
227,Electrician,West,North,0,3,3.4,95,0.58,0.22,23,430,411,6.5,0
76,Carpenter,North,East,1,1,3.6,120,0.51,0.06,139,633,717,13.9,0
281,Mechanic,South,North,1,14,4.3,11,0.63,0.02,53,1465,855,1.8,0
5,Plumber,West,East,1,14,4.3,27,0.51,0.26,168,991,773,24.5,0
51,Carpenter,West,North,1,8,4.9,143,0.96,0.01,65,1284,924,8.7,1
81,Plumber,East,East,1,4,3.5,128,0.64,0.02,67,992,360,23.6,0
116,Electrician,East,West,1,1,4.5,133,0.98,0.18,162,665,1154,6.4,1
160,Carpenter,West,South,1,2,4.2,175,0.9,0.26,81,1272,576,11.0,0
75,Electrician,East,North,1,11,3.2,81,0.92,0.04,9,852,1147,24.0,0
141,Electrician,South,North,1,0,4.5,156,0.81,0.18,158,672,1521,6.2,0
184,Plumber,West,South,1,9,3.9,166,0.69,0.26,127,1170,581,4.5,0
210,Plumber,East,West,1,10,5.0,193,0.6,0.05,114,1463,1303,17.4,0
127,Mechanic,West,North,1,13,3.8,80,0.7,0.28,148,1416,1398,13.4,0
20,Plumber,West,West,1,0,4.8,62,0.76,0.12,12,1342,1093,13.1,1
26,Electrician,East,West,1,4,4.5,73,0.73,0.13,158,311,1358,22.6,0
232,Plumber,North,South,1,14,4.4,34,0.7,0.1,8,566,1229,15.0,0
104,Mechanic,North,East,1,10,4.8,41,0.86,0.04,31,1120,1598,9.4,1
197,Electrician,West,West,1,2,4.8,144,0.94,0.26,43,496,666,19.3,1
158,Carpenter,West,East,1,1,4.8,51,0.5,0.23,5,1139,1319,21.5,0
3,Mechanic,South,South,1,7,3.9,113,0.54,0.18,64,1320,869,15.7,0
107,Plumber,South,South,1,5,3.1,8,0.83,0.25,78,878,479,1.7,0
92,Electrician,East,South,0,11,4.2,9,0.55,0.09,96,976,438,19.1,0
34,Carpenter,West,South,1,13,3.5,134,0.71,0.06,55,1453,419,3.2,0
271,Plumber,West,East,1,13,3.6,134,0.79,0.19,35,1458,1452,12.7,0
255,Mechanic,South,South,1,3,3.0,6,0.73,0.24,55,1460,1149,10.6,0
287,Electrician,North,South,1,4,4.6,78,0.65,0.16,3,433,982,8.9,0
15,Electrician,South,East,1,14,4.3,121,0.9,0.19,125,518,1584,11.8,0
172,Mechanic,West,North,1,4,4.1,173,0.66,0.16,55,1382,979,20.1,0
182,Plumber,South,East,1,5,5.0,160,0.77,0.05,157,997,683,15.1,0
158,Carpenter,North,East,1,7,4.8,95,0.73,0.29,57,1275,919,4.8,1
20,Electrician,North,West,1,12,4.0,128,0.58,0.1,125,1272,935,19.5,1
51,Electrician,South,North,1,11,4.7,29,0.5,0.28,177,1417,478,8.7,0
53,Carpenter,North,East,1,3,3.6,49,0.64,0.16,114,440,858,4.2,0
8,Plumber,South,East,1,4,3.3,180,0.9,0.17,45,345,937,15.5,1
228,Plumber,South,North,1,10,3.1,98,0.53,0.13,47,1420,1513,15.9,0
229,Carpenter,East,East,1,11,4.5,136,0.54,0.28,121,1362,569,2.8,0
240,Plumber,West,East,1,11,4.5,120,0.62,0.07,159,728,1044,10.1,0
170,Carpenter,West,West,1,7,3.2,122,0.73,0.05,91,1437,1476,3.6,1
55,Carpenter,North,East,1,6,4.2,61,0.81,0.16,125,986,435,8.8,0
221,Mechanic,East,South,1,10,3.2,182,0.79,0.15,153,1420,1248,8.5,1
228,Electrician,East,West,1,1,4.4,152,0.89,0.11,128,325,485,5.8,1
298,Plumber,South,South,1,4,3.8,147,0.72,0.06,83,813,1467,20.0,0
223,Carpenter,North,North,1,8,3.8,32,0.93,0.02,142,308,301,17.7,0
184,Plumber,East,North,1,11,4.2,160,0.66,0.11,99,1091,1416,5.7,1
72,Electrician,West,East,1,2,3.6,171,0.56,0.0,167,232,594,18.2,0
224,Electrician,North,South,1,6,4.7,178,0.8,0.13,48,1130,1343,10.9,0
197,Carpenter,South,South,1,0,4.2,187,0.62,0.15,107,1318,1480,9.5,0
291,Mechanic,East,North,1,11,3.2,186,0.87,0.3,73,1152,1358,2.4,0
46,Electrician,West,North,1,8,4.6,79,0.81,0.27,138,222,1260,11.6,0
294,Carpenter,West,East,0,12,3.6,42,0.52,0.28,79,1354,833,2.0,0
87,Plumber,East,North,1,1,3.3,19,0.93,0.08,35,1461,875,7.2,0
58,Electrician,South,West,1,2,3.5,179,0.62,0.05,137,267,1002,24.6,0
79,Mechanic,West,West,1,7,4.5,42,0.61,0.22,90,311,841,19.0,1
86,Mechanic,West,West,1,11,4.9,136,0.62,0.21,101,1171,837,4.1,0
7,Carpenter,West,West,1,8,4.4,10,0.55,0.16,92,1084,1550,23.0,0
172,Carpenter,East,North,1,9,3.8,197,0.84,0.07,174,1405,699,13.2,0
93,Carpenter,North,North,1,0,3.8,134,0.55,0.13,58,780,815,5.2,1
48,Plumber,South,North,1,1,3.2,154,0.56,0.2,167,1359,678,22.5,0
130,Carpenter,West,North,1,14,5.0,196,0.71,0.27,84,727,631,19.6,1
32,Mechanic,West,East,0,4,4.9,67,0.59,0.02,53,1449,1104,4.9,0
74,Mechanic,South,North,0,11,3.5,8,0.54,0.17,66,1113,338,22.5,0
1,Plumber,West,East,1,5,4.8,147,0.5,0.21,127,1179,1193,10.4,0
36,Electrician,North,West,0,13,4.6,31,0.78,0.28,93,882,920,10.3,0
47,Carpenter,East,North,1,12,4.5,165,0.6,0.17,100,591,912,17.5,0
184,Mechanic,North,West,1,2,3.1,6,0.86,0.18,127,996,429,19.9,0
256,Mechanic,North,North,1,5,4.6,10,0.7,0.06,169,1271,1238,23.5,0
275,Electrician,South,North,1,2,4.0,4,0.74,0.28,13,697,567,0.9,0
158,Plumber,West,South,1,1,4.6,27,0.56,0.18,159,651,429,20.2,0
206,Carpenter,North,South,1,12,3.4,11,0.8,0.1,32,760,589,19.1,0
190,Electrician,West,South,0,0,3.3,161,0.81,0.23,6,1197,465,0.7,0
46,Carpenter,West,West,1,3,3.3,69,0.76,0.12,46,1450,377,15.1,0
46,Carpenter,East,West,1,3,3.4,135,0.99,0.19,140,1239,749,11.9,0
107,Carpenter,North,South,1,2,4.4,121,0.75,0.05,13,310,1045,7.5,1
172,Mechanic,North,North,1,14,4.1,40,0.89,0.15,31,345,781,18.2,0
167,Mechanic,South,East,1,1,3.7,25,0.62,0.12,53,969,751,2.3,0
28,Mechanic,South,South,0,7,3.4,95,0.57,0.22,163,934,852,5.5,0
292,Plumber,East,South,1,7,3.9,43,0.88,0.07,77,1436,621,19.8,0
88,Electrician,North,West,0,7,4.7,55,0.8,0.25,73,229,1176,18.5,0
168,Mechanic,South,South,0,14,3.0,11,0.52,0.14,131,268,1171,13.5,0
51,Mechanic,West,South,1,12,3.0,187,0.7,0.07,93,805,789,16.4,1
246,Carpenter,South,West,0,11,4.2,116,0.73,0.04,105,578,1058,15.9,0
1,Plumber,West,East,1,4,3.9,69,0.85,0.18,149,624,465,15.7,0
29,Carpenter,North,North,1,7,4.2,93,0.68,0.19,19,1348,719,3.9,1
277,Plumber,West,South,1,12,3.5,90,0.95,0.15,110,767,411,2.1,0
249,Plumber,West,East,1,5,4.6,177,0.9,0.28,18,585,1237,2.6,1
92,Carpenter,North,North,1,1,4.4,127,0.58,0.06,162,246,900,10.7,0
68,Mechanic,East,West,1,10,3.0,48,0.53,0.26,61,1264,987,10.6,0
168,Mechanic,West,West,1,2,4.8,78,0.59,0.08,125,961,890,19.4,1
181,Carpenter,West,South,1,2,4.4,73,0.59,0.05,179,514,630,6.3,1
163,Electrician,West,East,1,3,4.1,8,0.83,0.29,39,963,1218,13.7,1
155,Plumber,North,West,0,12,3.3,117,0.96,0.05,141,1239,978,16.4,0
149,Electrician,West,East,1,11,4.0,10,0.57,0.17,80,250,1122,15.6,0
183,Plumber,East,North,1,3,4.2,56,0.89,0.23,52,246,471,13.7,0
45,Mechanic,South,West,1,9,4.0,14,0.95,0.11,39,1075,1057,10.0,1
177,Carpenter,East,West,0,1,3.4,113,0.87,0.12,115,791,635,20.2,0
218,Mechanic,South,North,1,4,3.9,134,0.99,0.02,153,969,481,0.7,0
140,Mechanic,South,West,1,12,4.8,51,0.59,0.11,143,1204,386,20.7,0
300,Carpenter,West,West,1,12,3.0,67,0.65,0.19,164,1167,554,16.5,0
214,Electrician,West,South,1,12,3.6,17,0.8,0.11,125,1358,1193,21.8,0
244,Plumber,East,North,1,2,4.2,37,0.66,0.26,36,931,634,1.8,0
183,Plumber,East,East,1,14,3.2,49,0.88,0.05,26,1426,642,13.8,0
155,Carpenter,East,North,1,5,4.6,3,0.57,0.08,126,1043,996,23.1,0
112,Electrician,South,South,1,8,4.2,134,0.92,0.21,31,1054,1243,22.9,1
68,Plumber,West,East,1,5,3.3,113,0.94,0.18,89,552,923,1.2,0
114,Electrician,South,South,1,3,3.3,20,0.71,0.23,30,359,338,19.5,0
22,Electrician,North,North,1,8,4.2,120,0.56,0.08,18,817,321,19.0,0
106,Electrician,South,East,1,2,4.7,71,0.97,0.1,43,1225,1555,6.4,1
51,Plumber,South,South,0,2,4.8,137,0.5,0.22,56,1232,1272,9.5,0
226,Plumber,South,East,0,6,3.4,58,0.7,0.23,82,453,1254,3.2,0
185,Carpenter,North,North,1,1,3.8,116,0.8,0.09,115,662,1434,10.5,0
220,Electrician,North,West,0,5,3.4,172,0.75,0.03,114,1270,474,3.4,0
53,Electrician,North,East,0,5,3.4,103,0.56,0.25,129,770,1491,15.0,0
205,Carpenter,West,West,0,8,3.6,196,0.73,0.04,127,1218,772,15.9,1
51,Plumber,North,West,1,2,3.8,173,0.66,0.09,161,397,456,16.7,0
253,Mechanic,South,East,1,7,4.0,138,0.67,0.26,141,236,364,24.8,0
61,Mechanic,West,East,0,7,3.9,8,0.59,0.2,79,536,1306,11.1,0
200,Mechanic,North,West,1,10,4.1,120,0.74,0.26,131,314,1101,7.0,0
194,Carpenter,East,East,1,9,3.1,93,0.67,0.22,8,1480,998,9.8,0
183,Mechanic,East,North,1,3,3.5,79,0.8,0.27,18,824,534,8.8,1
167,Plumber,West,West,1,14,3.8,5,0.85,0.18,83,973,1468,10.1,0
251,Plumber,South,East,1,12,4.5,86,0.58,0.09,113,613,1317,16.1,0
39,Electrician,East,East,1,9,3.8,57,0.81,0.29,150,394,1512,8.8,1
272,Mechanic,West,South,1,1,4.3,77,0.75,0.09,171,1305,941,5.4,0
264,Mechanic,South,North,1,8,4.7,147,0.75,0.2,121,748,1391,20.3,0
223,Plumber,South,East,1,3,3.3,175,0.88,0.25,107,852,431,16.0,0
137,Carpenter,South,East,1,3,3.8,29,0.57,0.01,81,1150,1294,14.2,0
19,Electrician,South,East,1,4,4.6,71,0.83,0.05,12,1195,340,1.9,0
161,Carpenter,North,West,0,10,4.3,23,0.7,0.25,37,683,529,14.5,0
62,Carpenter,West,North,1,1,4.5,80,0.66,0.18,101,683,1166,5.8,1
110,Carpenter,West,West,1,9,3.1,136,0.69,0.28,83,1317,1167,12.1,0
143,Electrician,East,West,1,13,3.6,165,0.98,0.18,171,311,790,6.7,0
186,Plumber,South,West,1,14,4.9,65,0.65,0.28,62,809,730,21.6,1
225,Carpenter,West,North,1,1,4.6,125,0.74,0.12,87,1065,505,20.7,0
260,Plumber,East,West,1,13,4.1,83,0.73,0.01,15,576,1590,11.4,0
2,Mechanic,South,East,1,1,3.2,63,0.76,0.29,168,466,1516,17.3,0
164,Mechanic,West,South,1,10,4.2,83,0.9,0.06,108,952,672,10.1,0
293,Electrician,North,North,0,10,4.2,58,0.95,0.29,52,736,645,1.7,0
134,Electrician,North,East,1,9,3.2,183,0.76,0.23,118,1212,542,6.0,0
137,Carpenter,West,West,1,13,3.4,55,1.0,0.08,175,587,1156,4.9,0
15,Carpenter,East,South,1,14,3.5,149,0.84,0.14,4,1160,572,21.9,0
204,Electrician,West,West,1,4,3.1,142,0.53,0.1,62,1164,1025,24.9,0
24,Plumber,East,West,1,6,4.3,33,0.98,0.17,150,567,833,4.7,0
174,Mechanic,South,North,1,8,3.9,66,0.56,0.01,34,1222,875,18.8,0
145,Carpenter,East,East,1,2,3.6,125,0.88,0.05,170,1101,408,5.1,1
94,Plumber,West,East,1,7,3.9,126,0.52,0.11,145,1193,1237,12.6,0
76,Plumber,East,North,1,4,3.4,43,0.87,0.25,146,1399,734,14.8,0
270,Electrician,West,North,1,7,4.4,84,0.51,0.2,176,449,1107,9.7,0
55,Carpenter,South,North,1,13,4.4,122,0.73,0.29,154,211,974,24.3,0
232,Carpenter,South,South,0,12,4.3,82,0.9,0.22,142,1433,1081,2.8,0
123,Mechanic,North,North,0,2,3.8,103,0.64,0.23,169,515,546,7.8,0
159,Electrician,East,North,1,8,3.4,114,0.94,0.14,146,1429,1166,2.7,0
189,Electrician,West,West,1,8,3.7,118,0.84,0.19,41,1214,1379,15.9,0
149,Mechanic,West,North,0,7,3.6,32,0.84,0.09,65,1271,1175,7.7,1
40,Plumber,North,West,1,7,4.3,145,0.91,0.11,151,367,1331,0.9,0
237,Electrician,South,West,1,6,4.8,76,0.66,0.22,173,1121,1577,20.3,0
96,Electrician,South,North,1,9,3.5,172,0.55,0.16,3,1008,538,0.8,0
236,Mechanic,West,East,1,9,3.7,172,0.98,0.2,79,379,556,3.8,1
9,Electrician,North,South,1,2,4.3,111,0.92,0.26,139,590,476,7.9,0
243,Mechanic,North,North,1,2,4.5,113,0.98,0.14,117,1398,796,5.4,0
201,Plumber,East,North,1,13,4.4,106,0.92,0.22,154,1335,895,1.4,0
263,Mechanic,South,North,1,6,4.2,141,0.53,0.27,108,1169,539,12.6,0
178,Mechanic,West,North,1,11,3.4,88,0.72,0.15,152,894,1533,21.4,0
240,Electrician,East,West,0,13,4.9,167,0.87,0.24,43,1473,724,7.4,0
248,Electrician,South,South,1,7,3.2,106,0.97,0.15,62,628,1440,1.7,1
134,Carpenter,South,South,1,14,4.0,16,0.67,0.03,60,447,1450,6.0,1
175,Carpenter,North,East,0,13,4.4,131,0.8,0.03,14,1096,1236,24.1,0
55,Plumber,North,North,1,1,4.7,92,0.58,0.09,115,1236,1320,18.4,1
187,Carpenter,South,North,1,7,4.9,196,0.88,0.07,123,899,887,12.9,1
191,Mechanic,East,South,1,12,4.1,58,0.57,0.13,106,1139,1357,20.0,0
16,Mechanic,South,North,1,8,4.9,21,0.67,0.12,44,1088,425,10.1,1
78,Plumber,East,West,1,10,4.4,77,0.86,0.09,90,216,872,22.6,0
76,Mechanic,West,South,0,9,4.6,166,0.72,0.1,168,1028,704,22.1,1
276,Carpenter,West,South,1,8,3.6,23,0.76,0.09,89,527,347,1.2,0
133,Electrician,East,West,0,1,4.5,95,0.63,0.15,33,297,555,11.5,0
3,Mechanic,East,South,1,9,4.1,160,0.83,0.25,61,917,912,7.5,0
294,Electrician,West,South,1,8,4.2,199,0.68,0.03,110,1043,467,2.8,1
67,Mechanic,South,West,1,10,4.1,150,0.78,0.23,69,1396,1321,16.1,0
251,Mechanic,South,South,1,7,4.4,33,0.98,0.15,137,441,735,11.7,1
81,Carpenter,North,West,1,5,4.1,10,0.76,0.04,80,966,921,7.7,1
74,Electrician,West,North,0,4,4.8,55,0.59,0.22,2,450,1421,9.0,0
214,Mechanic,East,West,0,12,3.8,184,0.92,0.04,37,1233,1243,19.2,0
77,Carpenter,North,West,1,14,3.8,138,0.52,0.2,115,768,481,21.7,0
293,Carpenter,North,North,1,9,4.1,193,0.53,0.17,50,1174,1329,22.5,1
273,Electrician,North,East,1,3,4.7,148,0.72,0.24,157,856,1122,14.9,0
12,Carpenter,West,South,1,13,4.1,97,0.63,0.03,27,1309,644,7.5,1
46,Electrician,East,West,1,0,4.2,83,0.59,0.21,78,998,502,8.3,0
166,Carpenter,West,North,1,3,4.5,150,0.62,0.15,131,988,535,7.1,1
284,Mechanic,North,West,1,10,3.5,4,0.63,0.29,174,407,804,19.2,0
65,Carpenter,West,West,1,10,4.0,36,0.69,0.3,64,1300,1167,24.1,0
22,Plumber,West,East,1,2,3.0,123,0.64,0.08,176,978,1019,21.1,0
262,Carpenter,North,South,1,9,3.1,22,0.7,0.04,37,1339,872,22.0,0
259,Carpenter,East,East,0,11,3.9,62,0.83,0.1,55,1141,1527,8.5,0
69,Plumber,West,North,0,10,3.3,142,0.95,0.21,102,1302,466,19.8,0
40,Plumber,West,North,1,13,3.8,153,0.68,0.05,180,217,555,11.8,0
228,Plumber,South,North,1,10,4.8,91,0.6,0.24,162,820,752,6.2,0
186,Plumber,East,West,0,11,4.2,1,0.6,0.25,103,427,868,14.4,0
283,Electrician,South,North,1,11,3.1,66,0.97,0.26,135,761,692,21.3,1
273,Carpenter,West,North,0,10,4.3,166,0.53,0.28,112,1033,861,3.5,0
254,Carpenter,North,South,1,14,3.8,114,0.66,0.12,87,367,1471,20.3,0
116,Mechanic,North,South,1,5,3.6,160,0.81,0.01,112,249,1513,20.0,0
129,Electrician,North,West,1,5,4.7,85,0.76,0.07,20,1428,1568,11.2,1
229,Plumber,North,North,0,6,3.6,177,0.53,0.04,115,312,917,15.5,0
53,Plumber,North,East,1,6,3.2,192,0.71,0.26,170,1477,321,11.6,0
220,Plumber,East,North,1,5,4.2,27,0.55,0.18,19,1414,696,22.7,0
261,Carpenter,East,West,1,9,3.9,62,0.57,0.01,34,838,1497,11.2,0
184,Carpenter,South,South,1,9,3.7,94,0.99,0.16,170,496,417,6.3,0
287,Plumber,West,East,1,3,4.3,51,0.89,0.1,172,1174,1257,15.2,0
297,Carpenter,East,West,1,1,3.9,10,0.75,0.28,165,656,771,11.9,0
247,Carpenter,West,South,1,13,5.0,92,0.5,0.11,144,435,591,7.6,1
300,Carpenter,North,North,1,4,3.3,67,0.86,0.1,143,703,665,5.3,1
135,Plumber,North,South,1,12,4.8,86,0.97,0.09,63,957,1062,16.7,0
223,Plumber,North,South,0,2,4.6,49,0.77,0.21,83,1427,1179,24.4,0
24,Electrician,East,South,1,0,4.3,71,0.94,0.26,151,1201,728,18.3,0
34,Electrician,West,East,1,7,3.4,182,0.69,0.21,128,1170,849,14.7,0
299,Plumber,South,South,0,7,4.7,101,0.61,0.13,98,1370,621,23.4,0
282,Plumber,South,North,1,8,3.7,149,0.52,0.15,88,1072,1223,12.0,0
255,Carpenter,East,West,1,7,3.5,165,0.54,0.27,77,1227,1350,13.9,1
142,Electrician,North,North,1,0,4.1,85,0.6,0.1,79,762,690,17.8,0
279,Carpenter,North,East,1,5,4.6,103,0.97,0.25,169,224,1266,16.5,0
77,Mechanic,South,South,1,3,3.9,132,0.79,0.17,121,1144,997,19.9,0
97,Mechanic,West,South,1,13,4.1,95,0.57,0.26,80,219,1323,20.4,0
174,Electrician,West,West,1,6,4.5,176,0.77,0.1,7,1362,365,23.1,1
170,Mechanic,West,South,0,1,4.1,48,0.74,0.1,117,823,490,4.7,0
91,Plumber,West,North,1,1,4.8,98,0.64,0.07,170,1273,443,11.6,0
6,Electrician,East,West,1,1,3.3,107,0.74,0.02,54,466,721,8.1,0
244,Electrician,East,South,1,10,3.9,51,0.5,0.04,18,1017,1538,20.3,0
292,Mechanic,West,West,1,11,3.2,165,0.94,0.14,78,1000,1555,20.7,0
213,Electrician,South,West,1,14,4.3,178,0.78,0.12,13,690,623,7.2,1
150,Plumber,South,West,1,12,4.1,94,0.54,0.03,85,1039,1223,4.5,1
23,Mechanic,North,North,1,10,4.5,97,0.67,0.12,51,1012,377,0.8,1
70,Carpenter,West,West,1,1,4.1,62,0.86,0.13,122,771,630,4.7,1
52,Electrician,East,North,1,6,3.3,171,0.88,0.2,41,1102,1033,4.9,0
273,Electrician,West,North,1,12,4.0,169,0.86,0.27,101,831,1209,1.8,1
194,Electrician,South,East,0,3,3.2,107,0.51,0.0,51,329,751,24.0,0
86,Electrician,North,West,1,13,3.7,143,0.81,0.19,140,1009,1176,3.5,1
183,Carpenter,South,North,1,5,3.0,54,0.73,0.02,73,1477,1055,1.6,0
211,Carpenter,West,North,1,12,5.0,145,0.59,0.29,155,864,1592,17.6,0
69,Carpenter,South,East,0,10,4.0,85,0.51,0.27,116,983,1346,16.2,0
7,Electrician,North,North,1,11,3.9,62,0.81,0.02,97,1221,907,5.4,0
20,Electrician,West,East,1,5,4.3,194,0.52,0.24,108,790,348,6.1,0
176,Electrician,South,North,0,10,5.0,175,0.85,0.07,99,1267,958,5.0,0
34,Mechanic,North,South,1,2,4.9,32,0.55,0.18,54,683,1339,2.4,0
160,Electrician,South,South,1,9,3.5,73,0.79,0.29,53,756,1285,2.5,0
204,Mechanic,South,West,1,8,4.2,110,0.88,0.25,125,240,1081,11.0,1
154,Electrician,South,East,1,4,3.9,96,0.78,0.14,87,479,1261,5.3,0
3,Plumber,East,West,1,6,4.9,190,0.69,0.15,166,1404,445,10.5,1
64,Mechanic,South,South,1,4,4.5,192,0.86,0.15,127,1500,1054,17.6,0
218,Electrician,South,West,1,13,3.7,180,0.84,0.21,167,502,835,15.3,0
76,Carpenter,South,South,1,12,3.2,182,0.96,0.12,152,364,1361,22.8,0
85,Mechanic,East,East,1,8,4.3,97,0.79,0.22,24,423,1472,19.5,1
74,Carpenter,South,West,1,0,5.0,125,0.5,0.02,180,1055,1375,10.7,1
221,Electrician,South,East,1,2,3.4,46,0.75,0.03,147,635,680,5.4,0
99,Carpenter,West,West,1,9,3.2,162,0.58,0.09,98,455,866,2.1,1
121,Mechanic,West,North,1,4,4.5,1,0.83,0.24,12,398,732,13.3,1
267,Carpenter,West,West,1,9,3.9,94,0.84,0.1,82,690,1039,16.8,1
30,Carpenter,East,North,1,13,4.4,185,0.92,0.28,8,1432,551,21.8,1
128,Carpenter,West,West,1,10,3.4,163,0.98,0.24,6,1497,1037,21.9,0
167,Mechanic,South,West,1,9,4.6,89,0.71,0.28,123,405,1088,7.7,1
74,Plumber,South,West,1,4,4.7,140,0.99,0.14,116,436,1287,16.7,1
109,Electrician,North,North,1,11,3.1,83,0.95,0.23,58,727,1275,23.8,0
70,Mechanic,North,East,0,14,4.2,153,0.53,0.1,99,1350,1194,20.3,0
60,Carpenter,North,North,1,11,4.2,48,0.87,0.03,96,460,941,23.9,0
1,Carpenter,North,South,1,6,3.6,93,0.9,0.28,34,1264,1532,15.0,1
5,Mechanic,East,South,1,4,4.7,127,0.84,0.04,74,498,370,15.2,1
64,Carpenter,West,South,1,11,4.9,15,0.99,0.1,55,660,407,23.1,0
250,Mechanic,East,South,0,8,3.8,108,0.84,0.3,102,1000,447,13.4,0
100,Mechanic,North,South,1,12,4.2,13,0.92,0.21,119,535,1482,3.9,0
150,Electrician,South,South,1,3,4.5,2,0.68,0.26,28,502,1071,23.8,0
87,Plumber,North,East,0,2,4.9,30,0.99,0.2,153,1088,604,15.9,0
18,Plumber,South,West,1,11,4.2,44,0.83,0.11,179,383,1249,21.7,0
141,Mechanic,East,North,1,1,3.2,164,0.83,0.15,7,1401,1473,24.7,0
49,Electrician,West,West,0,11,3.9,146,0.56,0.1,139,578,1130,20.4,1
285,Mechanic,North,North,1,3,4.9,30,0.59,0.18,48,210,1436,11.5,1
21,Electrician,South,South,1,4,4.7,8,0.54,0.04,78,944,1414,4.7,0
1,Electrician,East,North,0,8,4.8,75,0.83,0.13,149,1204,940,13.3,0
181,Electrician,North,North,1,3,3.3,55,0.98,0.18,57,1411,1035,7.3,0
217,Plumber,East,East,1,14,3.3,116,0.54,0.08,110,493,1397,5.5,0
138,Electrician,East,South,1,2,3.6,111,0.69,0.29,65,358,853,3.6,1
281,Mechanic,North,East,1,5,4.8,199,0.64,0.26,59,760,320,2.9,0
114,Mechanic,North,North,1,11,4.8,150,0.91,0.15,137,914,1471,21.7,1
51,Plumber,South,East,0,6,3.4,189,0.84,0.24,143,1417,1124,12.2,0
5,Electrician,South,South,1,11,3.5,185,0.82,0.11,65,1446,1156,17.8,1
182,Mechanic,East,East,0,8,4.9,58,0.65,0.26,80,1032,940,21.2,0
40,Electrician,North,South,1,1,4.5,141,0.96,0.24,4,1068,1341,23.3,1
255,Plumber,West,North,1,14,4.7,1,0.86,0.21,90,700,1381,17.3,1
230,Electrician,South,South,1,13,3.3,90,0.98,0.13,99,549,1064,24.3,0
128,Plumber,East,East,1,4,3.4,188,0.82,0.12,80,1255,372,23.4,0
250,Plumber,East,North,1,5,3.6,27,0.5,0.27,49,1023,1026,0.7,0
102,Plumber,South,West,1,7,3.0,196,0.83,0.07,103,966,912,9.4,0
275,Carpenter,North,West,1,7,3.3,90,0.87,0.0,52,426,688,7.5,1
216,Carpenter,North,South,1,7,4.9,68,0.56,0.15,128,460,965,18.9,0
205,Mechanic,South,North,0,12,3.0,39,0.67,0.0,177,684,406,17.1,0
5,Mechanic,West,East,1,1,4.5,63,0.81,0.22,49,710,875,19.3,0
127,Mechanic,South,West,1,12,3.2,186,0.75,0.05,153,1488,1599,4.1,1
206,Plumber,East,South,0,6,3.0,51,0.55,0.02,106,1275,927,17.7,0
114,Carpenter,West,West,1,6,4.3,77,0.56,0.11,91,1056,805,8.3,1
21,Plumber,North,East,1,7,3.6,155,0.55,0.06,127,944,984,8.0,1
7,Electrician,East,East,1,5,4.5,150,0.76,0.11,168,765,730,14.8,1
55,Electrician,North,North,1,14,4.8,48,0.6,0.13,27,353,1419,15.7,1
243,Electrician,South,North,1,6,4.1,64,0.95,0.23,145,911,1049,11.5,0
224,Plumber,West,West,1,8,4.6,42,0.8,0.21,35,793,393,23.9,1
98,Mechanic,West,North,1,12,4.0,143,0.89,0.12,71,623,676,0.6,1
